type,num_episodes,status,start_date,end_date,season,studios,genres,score,release_year,studio_rank_score,duration,type_Movie,type_ONA,type_OVA,type_Special,type_TV,status_Currently Airing,status_Finished Airing,season_clean,season_Fall,season_None,season_Spring,season_Summer,season_Winter,season_spring,genre_Action,genre_Adventure,genre_Avant Garde,genre_Award Winning,genre_Boys Love,genre_Cars,genre_Comedy,genre_Demons,genre_Drama,genre_Ecchi,genre_Erotica,genre_Fantasy,genre_Game,genre_Girls Love,genre_Gourmet,genre_Harem,genre_Hentai,genre_Historical,genre_Horror,genre_Josei,genre_Kids,genre_Martial Arts,genre_Mecha,genre_Military,genre_Music,genre_Mystery,genre_Parody,genre_Police,genre_Psychological,genre_Romance,genre_Samurai,genre_School,genre_Sci-Fi,genre_Seinen,genre_Shoujo,genre_Shounen,genre_Slice of Life,genre_Space,genre_Sports,genre_Super Power,genre_Supernatural,genre_Suspense,genre_Vampire,genre_Work Life
TV,14,Finished Airing,2007-01-19,2007-04-20,Winter 2007,['AIC Spirits' 'BeSTACK'],"['Action' 'Drama' 'Fantasy' 'Horror' 'Supernatural' 'Martial Arts'
 'School']",7.06,2007,19,91.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TV,13,Finished Airing,2009-10-05,2009-12-28,Fall 2009,['Yumeta Company'],['Fantasy' 'Shoujo'],6.27,2009,30,84.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2013-07-05,2013-10-11,Summer 2013,['Nomad'],['Comedy' 'Slice of Life' 'School'],6.61,2013,33,98.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TV,12,Finished Airing,2019-04-08,2019-07-08,Spring 2019,['TMS Entertainment'],['Sports' 'School'],6.05,2019,201,91.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
TV,38,Finished Airing,1994-03-19,1995-02-25,Spring 1994,['Toei Animation'],['Drama' 'Romance' 'Shoujo'],7.9,1994,482,343.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2011-04-08,2011-06-24,Spring 2011,['Shaft'],['Comedy' 'Girls Love' 'Parody' 'School'],6.93,2011,126,77.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TV,26,Finished Airing,2005-12-10,2006-06-10,Winter 2006,['Studio Hibari'],['Comedy' 'Drama' 'Sports' 'Shounen'],8.2,2005,41,182.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
TV,12,Currently Airing,2022-01-11,,Winter 2022,['GEEK TOYS'],['Fantasy' 'Historical'],4.8,2022,7,,False,False,False,False,True,True,False,Winter,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2019-04-08,2019-06-24,Spring 2019,['Studio Comet'],['Adventure' 'Comedy' 'Sci-Fi' 'Space'],6.31,2019,35,77.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TV,12,Finished Airing,2016-10-02,2016-12-18,Fall 2016,['Lerche'],['Action' 'Fantasy' 'Supernatural' 'Suspense'],6.94,2016,55,77.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TV,12,Finished Airing,2018-10-03,2018-12-18,Fall 2018,['Saetta'],['Comedy' 'Fantasy' 'Romance' 'Josei'],5.62,2018,4,76.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2019-10-03,2019-12-26,Fall 2019,['Connect'],['Comedy' 'Romance' 'Harem' 'School'],7.32,2019,18,84.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2018-10-07,2018-12-30,Fall 2018,['White Fox'],['Action' 'Adventure' 'Fantasy'],7.35,2018,43,84.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,10,Finished Airing,2014-01-16,2014-03-20,Winter 2014,['Production IMS'],['Comedy' 'Romance' 'Supernatural' 'School' 'Seinen'],7.2,2014,24,63.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
TV,75,Finished Airing,2001-10-10,2003-03-26,Fall 2001,['Studio Pierrot'],['Comedy' 'Supernatural' 'Game' 'Shounen'],7.99,2001,230,532.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
TV,12,Finished Airing,2018-07-06,2018-09-21,Summer 2018,['Studio Deen'],['Slice of Life' 'Music'],5.77,2018,250,77.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TV,13,Finished Airing,2020-01-06,2020-03-30,Winter 2020,['Geno Studio'],['Mystery' 'Supernatural' 'Psychological' 'Seinen'],6.28,2020,9,84.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TV,12,Finished Airing,2018-07-03,2018-09-25,Summer 2018,['TMS Entertainment'],['Action' 'Military'],4.34,2018,201,84.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,26,Finished Airing,2006-04-04,2006-09-26,Spring 2006,['Madhouse' 'Imagin'],['Drama' 'Girls Love' 'Romance' 'School'],7.21,2006,332,175.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TV,13,Finished Airing,2020-10-04,2020-12-27,Fall 2020,['Bridge'],['Supernatural' 'Suspense' 'Psychological' 'Super Power' 'Shounen'],7.16,2020,19,84.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
TV,12,Finished Airing,2011-10-07,2011-12-23,Fall 2011,['AIC Build'],['Comedy' 'Romance' 'Slice of Life' 'Ecchi' 'School'],7.18,2011,9,77.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TV,12,Finished Airing,2018-07-05,2018-09-20,Summer 2018,['Ajia-Do'],['Comedy' 'Fantasy' 'Ecchi' 'Harem'],6.87,2018,28,77.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2007-12-12,2008-02-27,Winter 2008,['Tokyo Kids'],['Action' 'Fantasy' 'Horror' 'Sci-Fi'],6.32,2007,14,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2005-01-10,2005-03-28,Winter 2005,['Studio Matrix'],['Comedy' 'Sci-Fi' 'Ecchi'],5.54,2005,4,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TV,24,Finished Airing,2014-07-03,2014-12-18,Summer 2014,['Xebec'],['Action' 'Mecha'],6.35,2014,131,168.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,26,Finished Airing,2018-04-02,2018-09-24,Spring 2018,['Gonzo'],['Drama' 'Gourmet' 'Romance' 'Supernatural' 'Demons'],7.45,2018,133,175.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV,150,Finished Airing,2003-04-06,2006-03-26,Spring 2003,['Toei Animation'],['Adventure' 'Comedy' 'Supernatural' 'Demons' 'Shounen'],7.46,2003,482,1085.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
TV,25,Finished Airing,2009-01-10,2009-06-27,Winter 2009,['SynergySP'],['Comedy' 'Drama' 'Romance' 'Sports' 'Shounen'],8.35,2009,35,168.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
TV,24,Finished Airing,2016-07-02,2016-12-18,Summer 2016,['MAPPA'],['Sports' 'School' 'Shounen'],7.09,2016,62,169.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
TV,13,Finished Airing,2018-07-02,2018-10-01,Summer 2018,['LIDENFILMS'],['Sports' 'Seinen'],6.84,2018,67,91.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TV,26,Finished Airing,2003-04-03,2003-09-25,Spring 2003,['Xebec'],['Action' 'Comedy' 'Fantasy' 'Romance' 'School' 'Shoujo'],7.13,2003,131,175.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
TV,13,Finished Airing,2016-04-02,2016-06-25,Spring 2016,['TYO Animations' 'LIDENFILMS'],['Action' 'Drama' 'Horror' 'Sci-Fi' 'Space' 'Seinen'],6.47,2016,95,84.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
TV,10,Finished Airing,2013-10-10,2013-12-19,Fall 2013,['Toei Animation'],['Action' 'Fantasy' 'Supernatural'],7.71,2013,482,70.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV,26,Finished Airing,2012-01-08,2012-07-01,Winter 2012,['Satelight'],['Sci-Fi' 'Space'],7.01,2012,91,175.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TV,12,Finished Airing,2020-01-11,2020-03-28,Winter 2020,['A-1 Pictures'],['Music'],6.69,2020,202,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,22,Finished Airing,2008-10-16,2009-03-19,Fall 2008,['Manglobe'],['Action' 'Adventure'],7.8,2008,26,154.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,25,Finished Airing,2008-04-04,2008-09-26,Spring 2008,['Satelight'],['Action' 'Romance' 'Sci-Fi' 'Mecha' 'Military' 'Music' 'Space'],7.87,2008,91,175.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TV,12,Finished Airing,2016-04-03,2016-06-19,Spring 2016,['Kinema Citrus' 'EMT Squared'],['Comedy' 'Slice of Life' 'Seinen'],6.26,2016,66,77.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TV,12,Finished Airing,2010-01-07,2010-03-25,Winter 2010,['Zexcs'],"['Action' 'Comedy' 'Fantasy' 'Romance' 'Supernatural' 'Ecchi' 'Demons'
 'Harem']",6.86,2010,69,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV,12,Finished Airing,2016-04-09,2016-06-25,Spring 2016,['Trigger'],['Drama' 'Romance' 'Sci-Fi'],7.37,2016,28,77.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TV,11,Finished Airing,2014-04-11,2014-06-20,Spring 2014,['Tatsunoko Production'],['Drama' 'Sports' 'Psychological' 'Seinen'],8.54,2014,101,70.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TV,13,Finished Airing,2013-01-06,2013-03-31,Winter 2013,['Sunrise'],['Slice of Life' 'Music' 'School'],7.39,2013,355,84.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TV,13,Finished Airing,2002-01-07,2002-04-08,Winter 2002,['Madhouse'],"['Action' 'Boys Love' 'Drama' 'Romance' 'Supernatural' 'Historical'
 'School']",6.49,2002,322,91.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TV,13,Finished Airing,2006-10-02,2006-12-25,Fall 2006,['Tokyo Kids'],['Boys Love' 'Romance' 'School'],5.75,2006,14,84.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TV,3,Finished Airing,2008-03-14,2008-03-29,Winter 2008,['Anpro'],['Action'],6.52,2008,5,15.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,26,Finished Airing,2002-07-02,2002-12-24,Summer 2002,['Sunrise'],['Action' 'Drama' 'Mystery' 'Supernatural' 'Police'],7.2,2002,355,175.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV,37,Finished Airing,2012-01-07,2012-09-29,Winter 2012,['Shin-Ei Animation'],['Comedy' 'Sports' 'School' 'Shounen'],7.12,2012,89,266.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
TV,12,Finished Airing,2019-10-07,2020-01-28,Fall 2019,['Revoroot'],['Mystery' 'Suspense' 'Psychological'],6.75,2019,3,113.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TV,12,Finished Airing,2014-01-09,2014-03-27,Winter 2014,['Kyoto Animation'],['Comedy' 'Drama' 'Romance' 'Slice of Life' 'School'],7.55,2014,122,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TV,13,Finished Airing,2019-10-06,2019-12-29,Fall 2019,['Platinum Vision'],['Drama' 'Romance' 'Music' 'School' 'Shounen'],8.4,2019,10,84.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2011-04-01,2011-06-24,Spring 2011,['Madhouse'],['Action' 'Drama' 'Super Power'],6.28,2011,322,84.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TV,10,Finished Airing,2021-01-08,2021-03-12,Winter 2021,['Shin-Ei Animation'],['Music'],4.82,2021,89,63.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,13,Finished Airing,2003-10-02,2003-12-25,Fall 2003,['Studio Deen'],['Adventure' 'Fantasy' 'Girls Love' 'Mystery' 'Ecchi'],6.5,2003,250,84.0,False,False,False,False,True,False,True,Fall,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2011-07-16,2011-10-01,Summer 2011,['Gainax'],['Action' 'Mystery' 'Supernatural' 'Historical' 'Police'],7.2,2011,68,77.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV,12,Finished Airing,2016-07-05,2016-09-27,Summer 2016,"[""Brain's Base""]",['Drama' 'Sports' 'School'],6.63,2016,93,84.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
TV,13,Finished Airing,2002-04-04,2002-06-27,Spring 2002,['Gainax' 'Madhouse'],['Comedy' 'Fantasy' 'Ecchi' 'Parody'],7.21,2002,390,84.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2014-07-06,2014-09-21,Summer 2014,['Pierrot Plus'],['Action' 'Comedy' 'Shoujo'],7.31,2014,17,77.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TV,26,Finished Airing,2005-07-04,2005-12-26,Summer 2005,['Shaft'],['Comedy' 'Parody' 'School'],7.28,2005,126,175.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2010-01-11,2010-03-29,Winter 2010,['Gainax'],['Comedy' 'Slice of Life' 'Seinen'],7.26,2010,68,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TV,12,Finished Airing,2011-01-12,2011-03-30,Winter 2011,['Production I.G'],['Drama' 'Romance' 'Slice of Life' 'School' 'Shoujo'],7.99,2011,274,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
TV,12,Finished Airing,2018-01-05,2018-03-23,Winter 2018,['Studio Deen'],['Drama' 'Horror' 'Mystery' 'Supernatural' 'Psychological'],6.27,2018,250,77.0,False,False,False,False,True,False,True,Winter,False,False,False,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV,13,Finished Airing,2013-07-05,2013-09-27,Summer 2013,['Lerche'],['Horror' 'Mystery' 'Psychological' 'School'],7.24,2013,55,84.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2017-07-05,2017-09-20,Summer 2017,['Creators in Pack'],['Drama' 'Girls Love' 'Romance'],5.31,2017,25,77.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,12,Currently Airing,2022-01-10,2022-04-04,Winter 2022,['MAPPA'],['Action' 'Drama' 'Fantasy' 'Mystery' 'Military' 'Super Power' 'Shounen'],9.02,2022,62,84.0,False,False,False,False,True,True,False,Winter,False,False,False,False,True,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TV,13,Finished Airing,2019-04-07,2019-06-30,Spring 2019,['Platinum Vision'],['Drama' 'Romance' 'Music' 'School' 'Shounen'],7.86,2019,10,84.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2014-07-08,2014-09-23,Summer 2014,['Seven'],['Comedy' 'Slice of Life'],5.94,2014,78,77.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TV,12,Finished Airing,2014-07-09,2014-09-24,Summer 2014,['J.C.Staff'],['Comedy' 'Fantasy' 'Ecchi' 'School' 'Shounen'],6.79,2014,335,77.0,False,False,False,False,True,False,True,Summer,False,False,False,True,False,False,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TV,12,Finished Airing,2018-04-03,2018-06-26,Spring 2018,['Production I.G'],['Action' 'Drama' 'Sci-Fi' 'Military' 'Space'],7.66,2018,274,84.0,False,False,False,False,True,False,True,Spring,False,False,True,False,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
